clean_text,indexed_text
IGN s Travis Fickett rated  Gridlock  an    out of   calling it  the first great episode  of the third series  He particularly praised the satire of a traffic jam  Tennant s acting  and the use of Martha as a companion to aid the Doctor s loss  Ian Berriman of SFX gave  Gridlock  four out of five stars  He praised the attention to detail of the props department  the appearance of the Macra  and the concept of the traffic jam  but felt there were many plot holes  He also called Travis Oliver  the actor who played Milo   wooden   Slant Magazine reviewer Ross Ruediger wrote that he did not like the episode much on first viewing because it was  too busy and too chaotic to get a proper grip on  but  subsequent viewings proved those very qualities are the backbone of the story   He initially wished to see more of the Macra  Mark Wright of The Stage was positive towards calling back to  The End of the World  and  New Earth   and praised Agyeman and the visual look of the episode  Despite finding the ending  life  affirming   he found a possible plot hole   one wonders why the Face of Boe didn t just open the roof in the first place,"[2575, 8, 0, 0, 1653, 0, 22, 61, 2, 1366, 20, 1, 28, 246, 133, 2, 1, 220, 103, 17, 936, 647, 1, 5167, 2, 6, 1121, 3763, 0, 8, 1037, 3, 1, 145, 2, 2421, 11, 6, 3932, 5, 1627, 1, 951, 8, 1225, 3078, 0, 2, 0, 311, 0, 89, 61, 2, 160, 906, 17, 647, 1, 1010, 5, 5041, 2, 1, 6137, 838, 1, 658, 2, 1, 0, 3, 1, 1361, 2, 1, 1121, 3763, 31, 558, 73, 21, 98, 568, 6430, 17, 30, 139, 0, 6431, 1, 1146, 41, 170, 0, 2568, 4311, 569, 2646, 2051, 0, 287, 12, 17, 122, 36, 128, 1, 133, 213, 9, 28, 8012, 129, 20, 7, 604, 7441, 3, 604, 0, 5, 349, 6, 3220, 0, 9, 31, 1134, 0, 917, 239, 247, 3894, 32, 1, 0, 2, 1, 263, 17, 471, 5327, 5, 723, 56, 2, 1, 0, 840, 2328, 2, 1, 517, 7, 861, 432, 1366, 138, 5, 1, 121, 2, 1, 78, 3, 46, 867, 3, 647, 0, 3, 1, 1088, 1060, 2, 1, 133, 268, 1974, 1, 1425, 191, 8013, 17, 188, 6, 630, 568, 2588, 35, 0, 2073, 1, 980, 2, 0, 3170, 132, 204, 491, 1, 1962, 4, 1, 28, 219]"
,[]
An abundance of merchandise have been released in Kenshin s likeness including keychains  action figures  and plush dolls  Since the manga was published  non  functional and functional sakabat have been produced for purchase by collectors and fans,"[22, 8014, 2, 4594, 39, 43, 119, 4, 0, 8, 0, 100, 0, 385, 2013, 3, 0, 0, 161, 1, 2576, 7, 389, 642, 5237, 3, 5237, 0, 39, 43, 325, 10, 1326, 14, 0, 3, 2041]"
,[]
For Balukas s part  she returned to Bay Ridge  took over management of her family s pool hall  Hall of Fame Billiards on Ovington Avenue in Brooklyn  and states that  I m enjoying my life immensely  I have moved on   In summing up these events in a  article  The New York Times stated   So America s greatest woman pool player competes only for the odd soda  If you re feeling lucky  drop by her poolroom  If you re thirsty  go elsewhere,"[10, 0, 8, 92, 44, 394, 5, 873, 1952, 163, 53, 1421, 2, 34, 179, 8, 2200, 551, 551, 2, 2566, 0, 9, 0, 1915, 4, 5284, 3, 113, 12, 60, 115, 0, 497, 191, 0, 60, 39, 359, 9, 4, 0, 63, 90, 701, 4, 6, 1502, 1, 46, 207, 237, 345, 102, 402, 8, 973, 969, 2200, 198, 0, 69, 10, 1, 5652, 0, 164, 140, 331, 1913, 8015, 2074, 14, 34, 0, 164, 140, 331, 0, 472, 3096]"
,[]
,[]
,[]
Tiruchirappalli s recorded history begins in the rd century BC  when it was under the rule of the Cholas  The city has also been ruled by the Pandyas  Pallavas  Vijayanagar Empire  Nayak Dynasty  the Carnatic state and the British  The most prominent historical monuments in Tiruchirappalli include the Rockfort  the Ranganathaswamy temple at Srirangam and the Jambukeswarar temple at Thiruvanaikaval  The archaeologically important town of Uraiyur  capital of the Early Cholas  is now a suburb of Tiruchirappalli  The city played a critical role in the Carnatic Wars      between the British and the French East India companies,"[8016, 8, 277, 189, 1527, 4, 1, 1073, 183, 3847, 47, 20, 7, 120, 1, 1171, 2, 1, 4003, 1, 95, 42, 30, 43, 2393, 14, 1, 0, 0, 0, 1050, 0, 2222, 1, 0, 74, 3, 1, 148, 1, 58, 1639, 1597, 0, 4, 8016, 340, 1, 0, 1, 0, 2411, 16, 0, 3, 1, 0, 2411, 16, 0, 1, 0, 552, 297, 2, 0, 991, 2, 1, 109, 4003, 15, 241, 6, 4777, 2, 8016, 1, 95, 170, 6, 629, 282, 4, 1, 0, 1925, 71, 1, 148, 3, 1, 336, 202, 559, 1034]"
After sustaining four major gunshot wounds  Lennon was pronounced dead on arrival at Roosevelt Hospital  At the hospital  it was stated that nobody could have lived for more than a few minutes after sustaining such injuries  Shortly after local news stations reported Lennon s death  crowds gathered at Roosevelt Hospital and in front of the Dakota  Lennon was cremated at the Ferncliff Cemetery in Hartsdale  New York two days after his death  the ashes were given to Ono  who chose not to hold a funeral for him  The first media report of Lennon s death to a US national audience was announced by Howard Cosell  on ABC s Monday Night Football,"[33, 0, 89, 194, 0, 4004, 2847, 7, 8017, 1372, 9, 1891, 16, 0, 988, 16, 1, 988, 20, 7, 345, 12, 7365, 118, 39, 1075, 10, 56, 62, 6, 330, 495, 33, 0, 81, 2220, 839, 33, 289, 631, 1789, 522, 2847, 8, 280, 5328, 3579, 16, 0, 988, 3, 4, 536, 2, 1, 2242, 2847, 7, 0, 16, 1, 0, 4314, 4, 0, 46, 207, 38, 344, 33, 19, 280, 1, 6432, 21, 314, 5, 7762, 41, 2914, 36, 5, 1840, 6, 7468, 10, 66, 1, 28, 601, 963, 2, 2847, 8, 280, 5, 6, 107, 142, 1047, 7, 392, 14, 2009, 0, 9, 4833, 8, 3822, 421, 461]"
,[]
Worst Gimmick  Stardust,"[3862, 5211, 0]"
In September   Gingrich founded the  group American Solutions for Winning the Future  The stated mission of the group is to become the  leading grassroots movement to recruit  educate  and empower citizen activists and elected officials to develop solutions to transform all levels of government   Gingrich spoke of the group and its objectives at the CPAC conference of  and currently serves as its General Chairman  Other organizations and companies founded or chaired by Gingrich include the creative production company Gingrich Productions  and religious educational organization Renewing American Leadership,"[4, 153, 4595, 1416, 1, 151, 131, 5974, 10, 891, 1, 737, 1, 345, 1304, 2, 1, 151, 15, 5, 372, 1, 511, 0, 640, 5, 0, 7902, 3, 0, 0, 2950, 3, 1280, 1055, 5, 992, 5974, 5, 6433, 50, 869, 2, 199, 4595, 2863, 2, 1, 151, 3, 29, 4596, 16, 1, 0, 699, 2, 3, 1693, 1617, 11, 29, 216, 2107, 49, 2443, 3, 1034, 1416, 40, 4859, 14, 4595, 340, 1, 2559, 248, 245, 4595, 3569, 3, 2034, 1739, 1032, 0, 131, 1249]"
,[]
Some information in this table was obtained from Laurence Fox  Filmography  Internet Movie Database  IMDb   retrieved  March,"[67, 1452, 4, 26, 2629, 7, 3556, 18, 0, 904, 0, 3075, 1188, 8018, 0, 3418, 195]"
,[]
,[]
Graphics,[5329]
In    the   pounder AA gun mounted on the aft superstructure was moved to the roof of the forward     inch gun turret and a fire  control system was installed with a director mounted on a platform fitted to the foremast  Minotaur was paid off on  February   placed on the disposal list in May  put up for sale in March  and sold the following month,"[4, 1, 5016, 0, 718, 1227, 9, 1, 4498, 8019, 7, 359, 5, 1, 1962, 2, 1, 1061, 1514, 718, 5330, 3, 6, 269, 469, 182, 7, 3090, 13, 6, 481, 1227, 9, 6, 1734, 4597, 5, 1, 0, 0, 7, 1184, 168, 9, 206, 744, 9, 1, 0, 564, 4, 72, 430, 63, 10, 3012, 4, 195, 3, 531, 1, 117, 879]"
Raptor  Cedar Point,"[0, 3017, 356]"
Awards,[262]
On a garden scale  the berries should be picked when dry and ripe  Commercially  most harvesting is done mechanically by straddle harvesters  These move continually down the rows  straddling a row of bushes  shaking the branches and stripping off the fruit  The blackcurrants are placed into half tonne bins and to minimise stoppage time  some machines have cross conveyors which direct the fruit into continuously moving trailers in the adjoining row  A modern machine can pick up to fifty tonnes of blackcurrants in a day using only one operator and two tractor drivers  The bins should be stored in a cool place  Some fruit is still picked by hand for use in the fresh fruit market,"[9, 6, 1335, 1300, 1, 0, 415, 25, 6434, 47, 2168, 3, 0, 4183, 58, 8020, 15, 657, 0, 14, 0, 0, 90, 826, 0, 172, 1, 8021, 0, 6, 2714, 2, 7197, 0, 1, 3960, 3, 0, 168, 1, 4005, 1, 6435, 32, 744, 52, 303, 0, 7908, 3, 5, 0, 0, 48, 67, 4291, 39, 842, 0, 23, 1205, 1, 4005, 52, 7854, 1009, 0, 4, 1, 5331, 2714, 6, 434, 1025, 106, 2539, 63, 5, 2841, 5814, 2, 6435, 4, 6, 111, 338, 69, 35, 8022, 3, 38, 8023, 3053, 1, 7908, 415, 25, 4227, 4, 6, 4508, 219, 67, 4005, 15, 284, 6434, 14, 793, 10, 145, 4, 1, 2346, 4005, 1382]"
,[]
Dikron Tulane  lead vocals,"[0, 0, 301, 809]"
,[]
nd Military Police Brigade  United States,"[952, 341, 641, 753, 96, 113]"
,[]
Production later moved to the Seabourn Legend  and the crew lived aboard it for six weeks  During filming  the ship provided accommodations for the film s cast and crew  and housed the makeup and wardrobe departments  The Seabourn Legend s captain and other crew members appear as extras the film  The evacuation sequence was among the first scenes filmed on the ship  and was shot in Key West  Florida  Several days after shooting began  the National Hurricane Center issued an alert for Hurricane Lili  which was predicted to be headed towards the Florida Keys  Shooting the evacuation scene was put on hold  and the ship was forced to sail to safe waters  The producers rearranged the shooting schedule and shot additional scenes on the ship s bridge while sailing towards Cuba  As Hurricane Lili approached Cuba  the ship s violent movements caused seasickness among those on board  The ship was again forced to relocate  sailed from Cuba towards the Gulf of Mexico  and returned to the Keys three days later  The filming of the evacuation sequence continued and took place over the next two weeks  Approximately  hoses and the ship s fire sprinkler system were used to simulate heavy rainfall in the scene  De Bont said that during shooting  he learned to  never film a boat from a stationary point of view   To make the ship appear faster  all exterior shots of the ship were filmed from a moving vehicle  Following the production at sea  de Bont said that filming on water  was  percent more difficult than  he  imagined,"[248, 55, 359, 5, 1, 0, 1507, 3, 1, 506, 1075, 3189, 20, 10, 184, 405, 45, 1455, 1, 227, 538, 0, 10, 1, 64, 8, 813, 3, 506, 3, 3943, 1, 0, 3, 8024, 8025, 1, 0, 1507, 8, 703, 3, 49, 506, 187, 1142, 11, 0, 1, 64, 1, 3420, 1614, 7, 215, 1, 28, 1320, 1798, 9, 1, 227, 3, 7, 619, 4, 1074, 154, 761, 99, 344, 33, 1497, 126, 1, 142, 416, 357, 849, 22, 4167, 10, 416, 0, 23, 7, 3371, 5, 25, 2256, 432, 1, 761, 2294, 1497, 1, 3420, 475, 7, 430, 9, 1840, 3, 1, 227, 7, 523, 5, 5158, 5, 3203, 1801, 1, 1772, 0, 1, 1497, 3807, 3, 619, 597, 1320, 9, 1, 227, 8, 498, 59, 0, 432, 3221, 11, 416, 0, 2290, 3221, 1, 227, 8, 2512, 1437, 384, 0, 215, 239, 9, 504, 1, 227, 7, 229, 523, 5, 0, 2572, 18, 3221, 432, 1, 2874, 2, 1773, 3, 394, 5, 1, 2294, 54, 344, 55, 1, 1455, 2, 1, 3420, 1614, 398, 3, 163, 219, 53, 1, 243, 38, 405, 754, 0, 3, 1, 227, 8, 269, 0, 182, 21, 88, 5, 8026, 470, 862, 4, 1, 475, 185, 0, 124, 12, 45, 1497, 17, 1662, 5, 326, 64, 6, 1605, 18, 6, 0, 356, 2, 1114, 5, 271, 1, 227, 1142, 3825, 50, 2981, 3580, 2, 1, 227, 21, 1798, 18, 6, 1009, 3675, 117, 1, 248, 16, 371, 185, 0, 124, 12, 1455, 9, 238, 7, 788, 56, 1293, 62, 17, 6203]"
Ground role,"[375, 282]"
,[]
formula,[2011]
Kepler publishes Astronomia nova containing his first two laws and for the first time demonstrates the Copernican model is more accurate than the Ptolemaic for uses such as navigation and prediction,"[0, 0, 0, 2779, 2223, 19, 28, 38, 1539, 3, 10, 1, 28, 48, 8027, 1, 0, 1378, 15, 56, 4756, 62, 1, 0, 10, 1470, 81, 11, 6436, 3, 0]"
,[]
Contemporary,[1946]
Together with its predecessor Balana  which is sometimes seen as Pintilie s greatest success  An Unforgettable Summer is one of the director s main films of the s  During the previous decade  his work had been censored by the communist regime  which came to an end during the Romanian Revolution of   The two films are thus among the first in which Pintilie was allowed to express himself freely  The New York Times chronicler Caryn James writes   His return  with An Unforgettable Summer  has added a significant name to the list of world film makers,"[381, 13, 29, 5332, 0, 23, 15, 702, 529, 11, 0, 8, 973, 453, 22, 8028, 688, 15, 35, 2, 1, 481, 8, 208, 771, 2, 1, 8, 45, 1, 483, 2970, 19, 123, 24, 43, 0, 14, 1, 2195, 4147, 23, 281, 5, 22, 121, 45, 1, 5333, 2056, 2, 1, 38, 771, 32, 602, 215, 1, 28, 4, 23, 0, 7, 648, 5, 3456, 377, 5139, 1, 46, 207, 237, 0, 0, 403, 1674, 19, 484, 13, 22, 8028, 688, 42, 452, 6, 450, 178, 5, 1, 564, 2, 78, 64, 5148]"
Although the war had officially ended  a state of anarchy and lawlessness pervaded in the first days following the demise of Vitellius  Order was properly restored by Mucianus in early   who headed an interim government with Domitian as the representative of the Flavian family in the Senate  Upon receiving the tidings of his rival s defeat and death at Alexandria  the new Emperor at once forwarded supplies of urgently needed grain to Rome  along with an edict or a declaration of policy  in which he gave assurance of an entire reversal of the laws of Nero  especially those relating to treason  In early   Vespasian was still in Egypt however  continuing to consolidate support from the Egyptians before departing  By the end   he finally returned to Rome  and was properly installed as Emperor,"[146, 1, 87, 24, 1566, 946, 6, 74, 2, 0, 3, 0, 0, 4, 1, 28, 344, 117, 1, 0, 2, 0, 255, 7, 3486, 5230, 14, 0, 4, 109, 41, 2256, 22, 4814, 199, 13, 0, 11, 1, 2556, 2, 1, 0, 179, 4, 1, 4006, 406, 1385, 1, 0, 2, 19, 2211, 8, 1124, 3, 280, 16, 8029, 1, 46, 1444, 16, 346, 0, 4007, 2, 0, 852, 5334, 5, 2872, 150, 13, 22, 0, 40, 6, 0, 2, 1629, 4, 23, 17, 311, 0, 2, 22, 767, 0, 2, 1, 1539, 2, 0, 876, 239, 7660, 5, 0, 4, 109, 0, 7, 284, 4, 3004, 83, 1675, 5, 0, 420, 18, 1, 0, 65, 5943, 14, 1, 121, 17, 741, 394, 5, 2872, 3, 7, 3486, 3090, 11, 1444]"
Additional musicians,"[597, 2957]"
After Rejewski had worked out the military Enigma s logical structure  the Polish Cipher Bureau commissioned the AVA Radio Company  co  owned by Antoni Palluth  to build replicas   doubles   of the Enigma to Rejewski s specifications  His method of decrypting Enigma messages exploited two weaknesses of the German operating procedures  It used what Rejewski called  characteristics  that were independent of the plugboard connections  This involved compiling a card catalog of certain features of the set of indicator settings,"[33, 8030, 24, 502, 61, 1, 341, 6437, 8, 0, 733, 1, 1247, 0, 2961, 1784, 1, 0, 675, 245, 635, 787, 14, 0, 0, 5, 1569, 0, 0, 2, 1, 6437, 5, 8030, 8, 4557, 19, 1332, 2, 0, 6437, 5067, 0, 38, 0, 2, 1, 291, 2349, 7993, 20, 88, 197, 8030, 139, 1672, 12, 21, 1027, 2, 1, 0, 5335, 26, 660, 0, 6, 1511, 8031, 2, 1136, 388, 2, 1, 221, 2, 4844, 5071]"
,[]
,[]
,[]
Pauline Fowler is a fictional character from the BBC soap opera EastEnders  a long  running serial drama about working class life in the fictional London borough of Walford  She was played by actress Wendy Richard between the first episode on  February  and  December   Pauline was created by scriptwriter Tony Holland and producer Julia Smith as one of EastEnders  original characters  She made her debut in the soap s first episode on  February   and remained for twenty  one years and ten months  making her the second longest  running original character  surpassed only by her nephew  Ian Beale,"[8032, 0, 15, 6, 3705, 217, 18, 1, 1173, 1422, 2455, 0, 6, 136, 724, 3581, 1298, 70, 550, 363, 191, 4, 1, 3705, 539, 0, 2, 0, 44, 7, 170, 14, 860, 4008, 743, 71, 1, 28, 133, 9, 206, 3, 196, 8032, 7, 487, 14, 0, 2231, 3063, 3, 975, 4570, 609, 11, 35, 2, 0, 223, 304, 44, 80, 34, 819, 4, 1, 1422, 8, 28, 133, 9, 206, 3, 606, 10, 1334, 35, 85, 3, 316, 395, 448, 34, 1, 75, 4563, 724, 223, 217, 7557, 69, 14, 34, 2808, 3078, 0]"
Congestion pricing remains highly controversial with the public both before and after implementation  This has in part been resolved through referendums  such as after the seven  month trial period in Stockholm  however this creates a debate as to where the border line for the referendum should go  since it is often the people living outside the urban area who have to pay the tax  while the external benefit is granted those who live within the area  In Stockholm there was a majority in the referendum within the city border  where the votes counted   but not outside,"[8033, 0, 1153, 1665, 2725, 13, 1, 283, 93, 65, 3, 33, 5306, 26, 42, 4, 92, 43, 4310, 110, 0, 81, 11, 33, 1, 313, 879, 1033, 401, 4, 3204, 83, 26, 5336, 6, 1883, 11, 5, 91, 1, 1250, 261, 10, 1, 0, 415, 472, 161, 20, 15, 347, 1, 144, 575, 707, 1, 1524, 135, 41, 39, 5, 2408, 1, 6438, 59, 1, 5337, 2990, 15, 1760, 239, 41, 224, 209, 1, 135, 4, 3204, 73, 7, 6, 1493, 4, 1, 0, 209, 1, 95, 1250, 91, 1, 3160, 6118, 31, 36, 707]"
Queer  song,"[8034, 77]"
The episode also received praise from those who worked on it  D Abruzzo described being on Scrubs as a  really great experience   and called the crew  one of the friendliest crews I ve ever worked with   Marx  who had previously had misgivings about working in Hollywood  loved working on the show so much he cited it as influencing his move to Los Angeles  Chalke described the episode as a unifying experience for the struggling show  mentioning that  for the first time in six years  the entire cast and crew met up to watch the episode together,"[1, 133, 30, 155, 2546, 18, 239, 41, 502, 9, 20, 274, 0, 257, 94, 9, 0, 11, 6, 772, 246, 1030, 3, 139, 1, 506, 35, 2, 1, 0, 1710, 60, 1297, 586, 502, 13, 3345, 41, 24, 663, 24, 0, 70, 550, 4, 1941, 4009, 550, 9, 1, 137, 102, 213, 17, 2193, 20, 11, 0, 19, 826, 5, 1143, 1400, 0, 257, 1, 133, 11, 6, 0, 1030, 10, 1, 6269, 137, 0, 12, 10, 1, 28, 48, 4, 184, 85, 1, 767, 813, 3, 506, 713, 63, 5, 1200, 1, 133, 381]"
,[]
,[]
,[]
Controversy,[2243]
The statute is worded  strongly and broadly   and other than the exceptions mainly repeated the existing common law  The statute has long been considered a key moment in patent law  Chris Dent  writing in the Melbourne University Law Review  identifies it as  a significant marker in the history of patents  with continuing importance  although it is neither the start nor end of patent law  Despite the statute  the courts did not develop a comprehensive and coherent legal doctrine for patent law for more than a century after the statute came into force  Not only is it highly important within patent law  it also played a large role in economics  G A Bloxam  writing in the Journal of Industrial Economics  identifies the passage of the Statute of Monopolies as  one of the landmarks in the transition of  England s  economy from the feudal to the capitalist,"[1, 3142, 15, 0, 2089, 3, 6005, 3, 49, 62, 1, 4329, 1450, 3432, 1, 2021, 428, 492, 1, 3142, 42, 136, 43, 319, 6, 1074, 1854, 4, 3064, 492, 1978, 0, 332, 4, 1, 3150, 252, 492, 508, 5184, 20, 11, 6, 450, 0, 4, 1, 189, 2, 0, 13, 1675, 2122, 146, 20, 15, 3744, 1, 556, 3760, 121, 2, 3064, 492, 268, 1, 3142, 1, 5027, 122, 36, 992, 6, 6306, 3, 0, 784, 4202, 10, 3064, 492, 10, 56, 62, 6, 183, 33, 1, 3142, 281, 52, 302, 36, 69, 15, 20, 1665, 552, 209, 3064, 492, 20, 30, 170, 6, 249, 282, 4, 4173, 562, 6, 0, 332, 4, 1, 1542, 2, 2372, 4173, 5184, 1, 1930, 2, 1, 3142, 2, 0, 11, 35, 2, 1, 5878, 4, 1, 4010, 2, 285, 8, 2407, 18, 1, 0, 5, 1, 0]"
